L,regret_linear,regret_softmax,n_trials,k,r_min,r_med
0.1,8.008342336483476,10.903882547619041,1,35,5,8
0.1642857142857143,6.350956475581484,10.26107102380952,1,35,5,8
0.2285714285714286,5.209979273680158,9.66047880952381,1,35,5,8
0.2928571428571429,4.516177173450178,9.069102142857144,1,35,5,8
0.3571428571428572,3.9747112942266796,8.49221288095238,1,35,5,8
0.4214285714285715,3.5384773515603314,7.975908261904763,1,35,5,8
0.48571428571428577,3.1783532617464942,7.451018269841267,1,35,5,8
0.55,2.8722284234063977,6.962552150793652,1,35,5,8
0.6142857142857143,2.6319650425778747,6.486817793650793,1,35,5,8
0.6785714285714286,2.4223781361649657,6.085901452380952,1,35,5,8
0.7428571428571429,2.245592416559777,5.668394452380948,1,35,5,8
0.8071428571428572,2.086576644107762,5.281128222222218,1,35,5,8
0.8714285714285716,1.933147606297542,4.943805365079363,1,35,5,8
0.9357142857142858,1.8030880000533571,4.598085357142853,1,35,5,8
1.0,1.6874807377791896,4.296851722222222,1,35,5,8
